Transaction_ID,Customer_ID,Purchase_Date,Purchased_Product_IDs,Order_Value,Order_Location,Repeat_Purchase_Score,Return_Rate
TXN00254,CUST2226,2024-01-16 23:27:23,['PROD0127'],495000,Padang,0.04,0.41
TXN00255,CUST3637,2025-03-25 06:15:02,"['PROD0172', 'PROD1037', 'PROD0314']",891000,Batu,0.96,0.33
TXN00256,CUST1995,2023-12-31 22:20:20,['PROD0333'],200000,Serang,0.45,0.47
TXN00257,CUST1474,2024-07-21 01:40:02,"['PROD0442', 'PROD0513']",556000,Batu,0.73,0.17
TXN00258,CUST0713,2024-05-08 08:33:05,"['PROD0952', 'PROD0826']",547000,Sabang,0.91,0.14
TXN00259,CUST1908,2024-12-13 14:40:55,['PROD0820'],453000,Manado,0.39,0.46
TXN00260,CUST3363,2025-08-03 02:24:49,['PROD0010'],354000,Serang,0.72,0.07
TXN00261,CUST4539,2025-05-01 00:38:33,['PROD0245'],434000,Palopo,0.97,0.25
TXN00262,CUST3486,2024-09-05 09:05:04,['PROD0996'],444000,Purwokerto,0.92,0.05
TXN00263,CUST4362,2023-09-13 21:23:53,['PROD0305'],357000,Sukabumi,0.63,0.31
TXN00264,CUST1827,2024-08-08 06:58:38,['PROD0995'],290000,Sorong,0.81,0.31
TXN00265,CUST1543,2025-05-30 04:11:38,['PROD0729'],158000,Tebingtinggi,0.8,0.18
TXN00266,CUST2443,2024-02-08 12:30:24,['PROD0798'],148000,Sibolga,0.81,0.18
TXN00267,CUST0738,2023-09-22 09:15:48,"['PROD0547', 'PROD0509', 'PROD0221']",1324000,Serang,0.87,0.2
TXN00268,CUST1957,2025-06-14 16:03:16,['PROD0691'],320000,Tangerang Selatan,0.55,0.42
TXN00269,CUST1751,2025-04-05 02:37:56,"['PROD1046', 'PROD0471']",764000,Bitung,0.87,0.13
TXN00270,CUST1592,2025-04-04 14:54:44,['PROD0044'],176000,Madiun,0.55,0.44
TXN00271,CUST3667,2024-01-01 13:42:37,"['PROD0959', 'PROD0458']",293000,Jambi,0.66,0.36
TXN00272,CUST3914,2024-11-06 15:27:39,['PROD1043'],244000,Palu,0.74,0.19
TXN00273,CUST0688,2024-10-30 17:09:11,"['PROD0434', 'PROD0303']",318000,Purwokerto,0.71,0.28
TXN00274,CUST1904,2023-10-11 23:56:43,['PROD0747'],162000,Purwokerto,0.63,0.04
TXN00275,CUST4741,2024-10-28 19:49:36,['PROD0139'],450000,Bitung,0.37,0.42
TXN00276,CUST4384,2024-02-08 06:27:21,['PROD0761'],115000,Medan,0.94,0.18
TXN00277,CUST3058,2024-12-30 09:31:39,['PROD0548'],167000,Salatiga,0.7,0.01
TXN00278,CUST2259,2024-03-15 01:01:41,['PROD0072'],284000,Jayapura,0.53,0.41
TXN00279,CUST3603,2025-03-24 14:19:12,['PROD0083'],340000,Bima,0.88,0.05
TXN00280,CUST4250,2024-01-19 11:20:19,"['PROD0168', 'PROD0141']",602000,Probolinggo,0.95,0.09
TXN00281,CUST0840,2025-08-08 06:17:07,['PROD0442'],208000,Sibolga,0.42,0.44
TXN00282,CUST0169,2023-09-12 19:10:04,['PROD0157'],268000,Bekasi,0.77,0.18
TXN00283,CUST3069,2025-03-06 09:35:56,"['PROD0655', 'PROD0744', 'PROD0804', 'PROD0307']",1263000,Tarakan,0.09,0.46
TXN00284,CUST2310,2025-03-18 21:36:53,['PROD0967'],396000,Mojokerto,0.35,0.42
TXN00285,CUST2575,2024-11-25 10:37:18,['PROD0813'],121000,Bontang,0.55,0.46
TXN00286,CUST4470,2025-04-09 01:27:42,"['PROD0510', 'PROD0522', 'PROD0708', 'PROD0678']",1057000,Sorong,0.69,0.18
TXN00287,CUST0867,2024-01-28 11:03:29,['PROD0307'],360000,Batam,0.62,0.05
TXN00288,CUST1881,2024-12-04 18:57:52,"['PROD0610', 'PROD0562', 'PROD0856', 'PROD0439']",1016000,Bengkulu,0.95,0.23
TXN00289,CUST4853,2025-03-22 00:27:15,['PROD0289'],263000,Palu,0.63,0.34
TXN00290,CUST1061,2024-01-17 05:59:00,['PROD0967'],396000,Banjarmasin,0.19,0.46
TXN00291,CUST3600,2024-11-08 18:44:28,"['PROD0042', 'PROD1013']",339000,Metro,0.68,0.21
TXN00292,CUST2386,2024-06-21 13:20:12,['PROD0590'],452000,Padang,0.84,0.24
TXN00293,CUST0830,2023-11-02 20:04:09,['PROD0942'],210000,Probolinggo,0.62,0.05
TXN00294,CUST3183,2024-11-16 00:14:27,['PROD0833'],317000,Pekanbaru,0.95,0.2
TXN00295,CUST1467,2023-12-24 22:33:07,['PROD0469'],452000,Serang,0.98,0.2
TXN00296,CUST1893,2024-01-15 09:16:08,['PROD0549'],345000,Malang,0.67,0.26
TXN00297,CUST3132,2025-06-13 01:05:01,"['PROD0557', 'PROD0273']",389000,Payakumbuh,0.23,0.4
TXN00298,CUST2639,2025-06-10 22:14:03,"['PROD0636', 'PROD0210']",761000,Tegal,0.67,0.21
TXN00299,CUST4646,2025-03-18 22:20:13,['PROD0383'],145000,Kota Administrasi Jakarta Barat,0.84,0.22
TXN00300,CUST1884,2025-07-02 20:23:55,['PROD0502'],139000,Padang Sidempuan,0.65,0.07
TXN00301,CUST2263,2024-12-18 05:13:17,"['PROD0072', 'PROD0749', 'PROD0722']",1097000,Lhokseumawe,0.68,0.02
TXN00302,CUST3988,2024-07-09 19:41:14,"['PROD0344', 'PROD0933', 'PROD1054']",1040000,Magelang,0.64,0.34
TXN00303,CUST2245,2025-01-16 04:39:18,['PROD0064'],415000,Bitung,0.66,0.16
TXN00304,CUST4557,2024-08-15 11:15:02,"['PROD0974', 'PROD0007', 'PROD0215']",867000,Tasikmalaya,0.43,0.46
TXN00305,CUST1446,2025-07-21 10:33:49,['PROD0720'],478000,Tangerang,0.86,0.12
TXN00306,CUST4339,2024-12-13 09:16:32,['PROD0112'],262000,Bandung,0.17,0.43
TXN00307,CUST3089,2025-01-05 12:14:03,['PROD0832'],414000,Kendari,0.91,0.23
TXN00308,CUST4083,2025-03-21 20:58:31,"['PROD0385', 'PROD0266']",633000,Kendari,0.7,0.39
TXN00309,CUST2808,2025-01-09 19:20:19,"['PROD0059', 'PROD0482']",289000,Cimahi,0.13,0.47
TXN00310,CUST1360,2024-07-28 20:04:31,['PROD1017'],167000,Tegal,0.63,0.19
TXN00311,CUST1972,2024-07-28 07:11:25,['PROD0073'],182000,Sabang,0.99,0.01
TXN00312,CUST1156,2023-11-01 05:48:59,['PROD0507'],155000,Kota Administrasi Jakarta Timur,0.75,0.05
TXN00313,CUST3403,2025-01-09 03:28:52,['PROD0320'],420000,Tangerang,0.94,0.31
TXN00314,CUST1728,2024-11-23 01:34:44,"['PROD0557', 'PROD0030']",436000,Kota Administrasi Jakarta Barat,0.88,0.12
TXN00315,CUST1712,2024-12-09 01:57:13,['PROD0803'],427000,Semarang,0.61,0.08
TXN00316,CUST3605,2024-03-10 13:51:02,['PROD0478'],219000,Tanjungpinang,0.63,0.3
TXN00317,CUST3364,2024-11-27 01:54:17,"['PROD0494', 'PROD0186', 'PROD0580', 'PROD0240']",878000,Surakarta,0.66,0.27
TXN00318,CUST0166,2025-03-23 21:26:02,['PROD0341'],322000,Sukabumi,0.11,0.49
TXN00319,CUST4943,2024-11-12 02:46:31,['PROD0132'],297000,Bukittinggi,0.95,0.26
TXN00320,CUST3734,2025-07-08 15:48:37,['PROD1047'],369000,Yogyakarta,0.94,0.09
TXN00321,CUST2465,2023-09-08 20:16:57,['PROD0605'],375000,Ambon,0.82,0.25
TXN00322,CUST1809,2024-11-03 14:33:27,['PROD0972'],416000,Blitar,0.9,0.05
TXN00323,CUST2825,2024-12-21 10:44:15,['PROD0438'],347000,Tomohon,0.69,0.01
TXN00324,CUST3554,2024-04-14 15:29:58,['PROD0245'],434000,Bitung,0.72,0.19
TXN00325,CUST3887,2025-04-04 10:03:46,"['PROD0467', 'PROD0725', 'PROD0672', 'PROD0147']",1011000,Binjai,0.62,0.03
TXN00326,CUST4446,2024-02-13 23:42:19,['PROD0066'],438000,Depok,0.89,0.08
TXN00327,CUST3883,2025-04-02 21:09:24,['PROD0573'],134000,Denpasar,0.83,0.19
TXN00328,CUST0666,2024-05-23 17:57:32,['PROD0991'],219000,Surakarta,0.71,0.29
TXN00329,CUST3514,2024-01-16 20:26:50,"['PROD0061', 'PROD0862', 'PROD0779']",568000,Medan,0.61,0.34
TXN00330,CUST0250,2025-05-23 06:22:50,"['PROD0928', 'PROD1039']",390000,Kupang,0.69,0.07
TXN00331,CUST0657,2025-05-22 14:01:04,['PROD0071'],281000,Surakarta,0.15,0.41
TXN00332,CUST3423,2024-11-14 22:33:46,['PROD0722'],403000,Subulussalam,0.68,0.22
TXN00333,CUST2663,2024-09-26 18:53:56,['PROD0011'],256000,Bandar Lampung,0.84,0.0
TXN00334,CUST4609,2024-04-30 11:43:30,['PROD0555'],193000,Tanjungbalai,0.81,0.39
TXN00335,CUST1227,2024-09-05 16:02:46,['PROD0900'],235000,Cirebon,0.93,0.08
TXN00336,CUST4037,2023-09-10 07:51:00,['PROD0582'],118000,Kupang,0.36,0.42
TXN00337,CUST3120,2024-10-28 23:43:13,['PROD0031'],101000,Kendari,0.65,0.16
TXN00338,CUST2120,2024-09-01 01:15:36,"['PROD0442', 'PROD0243']",459000,Palu,0.62,0.17
TXN00339,CUST3165,2024-12-17 16:13:45,['PROD0759'],367000,Cirebon,0.86,0.39
TXN00340,CUST4398,2025-02-15 15:05:35,['PROD0508'],379000,Lhokseumawe,0.72,0.35
TXN00341,CUST0060,2023-10-13 11:23:00,['PROD0662'],230000,Kota Administrasi Jakarta Utara,0.47,0.47
TXN00342,CUST1674,2025-05-08 10:24:47,"['PROD0009', 'PROD0750', 'PROD0894']",743000,Tegal,0.99,0.03
TXN00343,CUST3596,2025-08-04 05:04:48,"['PROD0175', 'PROD0086']",771000,Tangerang Selatan,0.81,0.22
TXN00344,CUST1958,2023-09-28 22:18:57,['PROD0696'],270000,Magelang,0.91,0.23
TXN00345,CUST0378,2024-03-01 02:36:27,"['PROD0598', 'PROD0421']",384000,Singkawang,0.93,0.02
TXN00346,CUST1794,2025-01-14 14:40:12,"['PROD0502', 'PROD0733']",301000,Banjar,0.97,0.11
TXN00347,CUST2193,2023-09-14 23:04:26,['PROD0815'],156000,Semarang,0.8,0.26
TXN00348,CUST2398,2025-04-16 11:03:36,['PROD0965'],124000,Banjarbaru,0.77,0.22
TXN00349,CUST0606,2024-12-21 19:23:38,"['PROD0436', 'PROD0642']",389000,Bau-Bau,0.08,0.44
TXN00350,CUST2757,2024-09-22 22:25:39,['PROD0458'],125000,Pekalongan,0.8,0.09
TXN00351,CUST4147,2024-11-26 14:56:32,['PROD0871'],476000,Bitung,0.94,0.22
TXN00352,CUST0218,2024-08-25 07:53:56,['PROD0114'],232000,Semarang,0.64,0.26
TXN00353,CUST1012,2025-04-23 19:36:31,"['PROD0802', 'PROD0475']",362000,Kota Administrasi Jakarta Selatan,0.92,0.27
TXN00354,CUST1529,2025-02-19 17:41:06,"['PROD0537', 'PROD0540']",767000,Bontang,0.84,0.35
TXN00355,CUST1322,2024-04-09 00:25:23,['PROD0225'],450000,Metro,0.93,0.38
TXN00356,CUST2166,2023-09-14 21:06:53,"['PROD0798', 'PROD0328']",331000,Jambi,0.64,0.09
TXN00357,CUST3995,2024-05-25 13:46:54,['PROD1005'],185000,Cimahi,0.13,0.49
TXN00358,CUST4904,2025-01-21 06:49:18,"['PROD0830', 'PROD0260', 'PROD0539', 'PROD0265']",1135000,Mojokerto,0.9,0.29
TXN00359,CUST0053,2025-05-25 06:24:22,['PROD0191'],321000,Tomohon,0.63,0.08
TXN00360,CUST1731,2024-03-30 00:42:07,['PROD0195'],223000,Kupang,0.99,0.11
TXN00361,CUST0034,2024-03-12 18:45:46,['PROD0026'],111000,Kota Administrasi Jakarta Timur,0.69,0.06
TXN00362,CUST0147,2023-08-30 19:24:20,"['PROD0809', 'PROD0735', 'PROD0394']",782000,Makassar,0.96,0.21
TXN00363,CUST1312,2024-02-22 11:57:33,['PROD0475'],247000,Kendari,0.01,0.45
TXN00364,CUST1433,2024-01-10 16:38:31,"['PROD0335', 'PROD0479']",350000,Manado,0.64,0.37
TXN00365,CUST0591,2024-09-01 04:35:08,"['PROD0761', 'PROD0242', 'PROD0376', 'PROD1032']",1071000,Mataram,0.67,0.15
TXN00366,CUST1837,2025-06-18 06:20:22,['PROD1034'],166000,Padangpanjang,0.85,0.04
TXN00367,CUST3510,2024-04-29 09:09:11,['PROD0569'],159000,Cilegon,0.83,0.12
TXN00368,CUST4887,2025-01-19 05:34:16,"['PROD0570', 'PROD0813', 'PROD0577']",423000,Bengkulu,0.62,0.23
TXN00369,CUST3789,2025-01-19 23:27:57,"['PROD0218', 'PROD0976']",624000,Tanjungpinang,0.97,0.37
TXN00370,CUST4955,2024-11-10 04:17:21,['PROD0520'],181000,Tanjungbalai,0.68,0.34
TXN00371,CUST1569,2024-03-18 14:55:09,['PROD0909'],201000,Tomohon,0.52,0.43
TXN00372,CUST4671,2023-10-19 09:38:39,['PROD0668'],347000,Gorontalo,0.11,0.44
TXN00373,CUST0867,2023-10-02 12:58:46,['PROD0414'],112000,Cimahi,0.09,0.45
TXN00374,CUST4126,2024-11-25 11:44:21,"['PROD0941', 'PROD0835']",733000,Padang,0.77,0.02
TXN00375,CUST3196,2024-04-30 12:58:14,['PROD1040'],177000,Mataram,0.66,0.14
TXN00376,CUST1692,2025-01-15 08:29:00,"['PROD0499', 'PROD0787']",444000,Gorontalo,1.0,0.04
TXN00377,CUST3775,2025-06-05 20:17:58,['PROD0900'],235000,Payakumbuh,0.77,0.06
TXN00378,CUST0421,2025-07-29 07:18:27,"['PROD0687', 'PROD0146', 'PROD0719', 'PROD1025']",1259000,Pekalongan,0.08,0.42
TXN00379,CUST3224,2024-10-26 11:41:11,"['PROD0533', 'PROD0156', 'PROD0829']",734000,Sawahlunto,0.95,0.22
TXN00380,CUST1481,2025-02-08 22:45:47,['PROD0658'],495000,Bima,0.93,0.35
TXN00381,CUST1540,2025-06-13 05:13:32,['PROD0891'],166000,Kota Administrasi Jakarta Timur,0.78,0.24
TXN00382,CUST3671,2023-09-29 17:46:51,['PROD0580'],180000,Makassar,0.89,0.1
TXN00383,CUST4194,2025-06-30 10:07:43,"['PROD0316', 'PROD0910']",307000,Langsa,1.0,0.29
TXN00384,CUST0760,2024-03-14 19:44:53,['PROD0114'],232000,Kotamobagu,0.96,0.13
TXN00385,CUST2875,2025-04-12 23:32:38,"['PROD0282', 'PROD0367', 'PROD0502']",630000,Bau-Bau,0.61,0.02
TXN00386,CUST3664,2025-07-07 05:23:29,['PROD0565'],339000,Padang Sidempuan,0.75,0.08
TXN00387,CUST3405,2024-02-29 23:53:04,['PROD0145'],472000,Surabaya,0.92,0.22
TXN00388,CUST2441,2024-01-16 00:04:42,['PROD1057'],207000,Bengkulu,0.8,0.38
TXN00389,CUST3962,2025-05-13 17:29:30,['PROD0749'],410000,Padang Sidempuan,0.91,0.17
TXN00390,CUST2791,2024-12-14 01:25:50,['PROD1028'],402000,Binjai,0.62,0.01
TXN00391,CUST3933,2024-08-13 06:43:50,"['PROD0175', 'PROD0876', 'PROD0081', 'PROD0776']",1277000,Denpasar,0.14,0.44
TXN00392,CUST4524,2025-06-27 03:48:19,"['PROD0037', 'PROD0466', 'PROD0605']",877000,Serang,0.63,0.0
TXN00393,CUST3915,2023-09-17 19:23:33,['PROD0469'],452000,Pagaralam,0.92,0.17
TXN00394,CUST3643,2023-10-28 13:05:14,['PROD0291'],200000,Manado,0.77,0.36
TXN00395,CUST2081,2023-10-16 21:24:42,"['PROD0239', 'PROD0207']",588000,Bandar Lampung,0.69,0.16
TXN00396,CUST1247,2024-02-26 13:52:13,['PROD0589'],387000,Pariaman,0.81,0.28
TXN00397,CUST3923,2024-08-25 10:17:17,['PROD0711'],284000,Tangerang,0.93,0.13
TXN00398,CUST1964,2025-02-18 23:45:08,['PROD1059'],232000,Palu,0.2,0.43
TXN00399,CUST0032,2024-07-20 18:47:04,['PROD0224'],105000,Cirebon,0.99,0.09
TXN00400,CUST3413,2024-06-29 23:43:30,['PROD0135'],333000,Solok,0.76,0.01
TXN00401,CUST0961,2024-09-11 22:20:38,"['PROD0328', 'PROD0397', 'PROD0417', 'PROD1059']",876000,Binjai,0.63,0.34
TXN00402,CUST0971,2023-10-30 11:50:34,"['PROD0024', 'PROD0549']",713000,Ternate,0.74,0.32
TXN00403,CUST3611,2023-09-26 12:50:51,"['PROD0589', 'PROD0957', 'PROD0528', 'PROD0084']",1137000,Bontang,0.89,0.07
TXN00404,CUST0218,2025-05-21 18:16:01,['PROD0987'],332000,Semarang,0.78,0.31
TXN00405,CUST0206,2023-10-07 06:24:25,['PROD0837'],268000,Parepare,0.92,0.31
TXN00406,CUST4249,2025-01-27 16:59:10,['PROD0665'],253000,Blitar,0.61,0.38
TXN00407,CUST3363,2024-11-25 12:10:26,"['PROD0906', 'PROD0037']",415000,Batam,0.98,0.14
TXN00408,CUST3393,2024-01-30 23:37:32,['PROD0460'],255000,Langsa,0.96,0.19
TXN00409,CUST0102,2023-10-22 06:38:16,"['PROD0412', 'PROD0562']",604000,Serang,0.66,0.1
TXN00410,CUST3387,2024-11-06 11:49:29,['PROD0575'],279000,Kota Administrasi Jakarta Pusat,0.73,0.02
TXN00411,CUST2946,2025-05-12 01:52:38,['PROD0138'],412000,Sawahlunto,0.63,0.34
TXN00412,CUST3991,2025-02-20 20:19:32,['PROD0443'],195000,Bitung,0.66,0.08
TXN00413,CUST3103,2025-04-05 10:00:58,['PROD0730'],120000,Payakumbuh,0.94,0.29
TXN00414,CUST3731,2024-08-22 17:22:55,['PROD0328'],183000,Palu,0.0,0.46
TXN00415,CUST2503,2024-07-08 23:18:17,['PROD0109'],234000,Gorontalo,0.78,0.22
TXN00416,CUST3034,2025-03-22 01:09:02,['PROD1050'],420000,Bitung,1.0,0.15
TXN00417,CUST3328,2024-04-15 05:04:11,"['PROD0370', 'PROD0564', 'PROD0047']",1083000,Binjai,0.82,0.39
TXN00418,CUST0593,2025-06-22 19:16:18,['PROD0834'],252000,Meulaboh,0.81,0.26
TXN00419,CUST0451,2024-04-07 23:36:11,"['PROD0204', 'PROD0853', 'PROD0161']",785000,Bukittinggi,0.13,0.42
TXN00420,CUST2937,2025-07-25 04:09:15,['PROD0692'],199000,Tanjungpinang,0.84,0.27
TXN00421,CUST0263,2024-12-24 01:31:27,['PROD0175'],362000,Pangkalpinang,0.86,0.21
TXN00422,CUST1259,2025-01-23 06:57:36,['PROD0899'],361000,Meulaboh,0.85,0.12
TXN00423,CUST2723,2024-07-16 00:26:10,['PROD0282'],154000,Payakumbuh,0.85,0.18
TXN00424,CUST1104,2025-01-11 21:17:49,"['PROD0894', 'PROD0009']",458000,Denpasar,0.99,0.2
TXN00425,CUST2522,2023-12-04 00:21:17,['PROD0137'],101000,Sawahlunto,0.72,0.38
TXN00426,CUST4273,2025-01-23 03:05:40,['PROD0904'],375000,Kota Administrasi Jakarta Timur,0.8,0.29
TXN00427,CUST1491,2023-10-25 21:55:59,['PROD0817'],356000,Pangkalpinang,0.56,0.43
TXN00428,CUST1790,2024-03-18 09:51:53,"['PROD0612', 'PROD0176', 'PROD0366']",984000,Langsa,0.15,0.5
TXN00429,CUST0356,2024-09-20 17:06:30,['PROD0146'],358000,Palangkaraya,0.84,0.16
TXN00430,CUST3174,2024-07-28 06:03:49,['PROD0775'],223000,Surakarta,0.51,0.43
TXN00431,CUST4900,2023-09-28 13:40:06,['PROD0059'],129000,Padangpanjang,0.22,0.42
TXN00432,CUST0684,2024-07-27 02:34:56,['PROD0719'],356000,Bandung,0.92,0.1
TXN00433,CUST3019,2024-01-30 08:59:09,['PROD0545'],380000,Purwokerto,0.73,0.17
TXN00434,CUST0187,2023-11-06 05:09:58,['PROD0863'],286000,Blitar,0.91,0.21
TXN00435,CUST3374,2025-06-23 17:23:07,['PROD0489'],492000,Balikpapan,0.72,0.01
TXN00436,CUST0953,2023-12-22 11:16:14,['PROD0160'],188000,Manado,1.0,0.18
TXN00437,CUST0173,2024-12-20 23:17:12,['PROD0206'],389000,Pontianak,0.94,0.13
TXN00438,CUST4359,2023-09-09 23:20:27,['PROD0103'],308000,Semarang,0.1,0.41
TXN00439,CUST2090,2024-02-09 11:45:41,['PROD0801'],350000,Ambon,0.68,0.12
TXN00440,CUST4017,2025-05-12 18:43:35,"['PROD1051', 'PROD0381']",514000,Kota Administrasi Jakarta Timur,0.75,0.18
TXN00441,CUST1569,2025-08-07 04:28:43,"['PROD0508', 'PROD0940']",482000,Depok,0.13,0.49
TXN00442,CUST0614,2025-05-31 19:14:32,['PROD0443'],195000,Sorong,0.75,0.1
TXN00443,CUST2728,2024-04-01 09:38:14,['PROD0752'],405000,Kota Administrasi Jakarta Barat,0.78,0.13
TXN00444,CUST0071,2024-12-03 10:54:16,"['PROD0270', 'PROD0159']",459000,Tangerang,0.61,0.37
TXN00445,CUST4719,2024-04-16 01:06:50,['PROD0612'],411000,Palu,0.66,0.37
TXN00446,CUST2894,2023-11-12 20:39:05,['PROD0496'],236000,Sukabumi,0.77,0.02
TXN00447,CUST3227,2024-04-27 00:44:33,['PROD0950'],417000,Denpasar,0.79,0.22
TXN00448,CUST2409,2025-02-28 15:28:14,"['PROD0610', 'PROD0432']",733000,Pematangsiantar,0.72,0.18
TXN00449,CUST1823,2024-12-27 05:44:43,['PROD0604'],304000,Magelang,0.95,0.22
TXN00450,CUST4921,2024-06-07 03:56:31,['PROD0928'],218000,Meulaboh,0.25,0.41
TXN00451,CUST1568,2024-12-14 23:54:49,"['PROD1046', 'PROD0999']",566000,Pekanbaru,0.66,0.36
TXN00452,CUST0879,2024-08-04 01:46:06,['PROD0765'],286000,Singkawang,0.88,0.23
TXN00453,CUST2389,2025-02-28 00:38:31,['PROD0719'],356000,Tangerang,0.71,0.18
TXN00454,CUST3241,2024-05-17 01:56:00,"['PROD0312', 'PROD0591', 'PROD0529']",720000,Padang,0.95,0.17
TXN00455,CUST0271,2023-08-30 04:06:37,"['PROD0180', 'PROD0482', 'PROD0048', 'PROD0557']",784000,Sawahlunto,0.39,0.46
TXN00456,CUST0657,2025-02-14 13:56:05,['PROD0801'],350000,Makassar,0.98,0.16
TXN00457,CUST4109,2023-10-22 01:11:06,['PROD0554'],130000,Lhokseumawe,0.84,0.33
TXN00458,CUST3052,2023-08-26 07:12:38,['PROD0571'],327000,Tomohon,0.16,0.45
TXN00459,CUST3881,2024-04-08 12:20:23,"['PROD1033', 'PROD0270', 'PROD0062']",706000,Ambon,0.84,0.25
TXN00460,CUST1340,2025-04-07 01:22:07,"['PROD0622', 'PROD0255']",329000,Palopo,1.0,0.11
TXN00461,CUST2226,2025-08-12 03:01:32,['PROD0669'],157000,Meulaboh,0.9,0.11
TXN00462,CUST4451,2024-11-24 14:26:05,"['PROD0535', 'PROD0615']",544000,Medan,0.84,0.29
TXN00463,CUST1987,2024-02-17 16:21:11,['PROD0246'],316000,Binjai,0.19,0.46
TXN00464,CUST4627,2024-05-03 02:07:03,['PROD0967'],396000,Pariaman,0.84,0.03
TXN00465,CUST3047,2024-04-29 16:27:55,['PROD0734'],110000,Pematangsiantar,0.98,0.23
TXN00466,CUST0185,2023-12-08 22:43:44,['PROD0759'],367000,Meulaboh,0.68,0.32
TXN00467,CUST1732,2024-03-05 06:59:32,"['PROD0345', 'PROD0719', 'PROD0733', 'PROD0687']",922000,Singkawang,0.41,0.47
TXN00468,CUST2932,2023-10-06 08:53:09,['PROD0163'],125000,Blitar,0.8,0.35
TXN00469,CUST1395,2024-10-23 21:47:37,['PROD0356'],186000,Parepare,0.77,0.16
TXN00470,CUST1934,2024-09-01 13:55:17,"['PROD0263', 'PROD0134']",363000,Yogyakarta,0.61,0.19
TXN00471,CUST3831,2025-05-30 17:27:35,"['PROD0593', 'PROD0543']",541000,Bandung,0.79,0.04
TXN00472,CUST3947,2024-06-30 10:19:12,"['PROD0094', 'PROD0327', 'PROD0926', 'PROD0782']",1149000,Makassar,0.84,0.01
TXN00473,CUST4117,2025-07-02 13:44:24,['PROD0773'],268000,Pagaralam,0.77,0.13
TXN00474,CUST3853,2024-08-14 23:36:56,['PROD0827'],396000,Lubuklinggau,0.9,0.34
TXN00475,CUST4669,2025-06-11 23:54:32,"['PROD0394', 'PROD0481']",502000,Tual,0.83,0.3
TXN00476,CUST3013,2024-11-24 04:09:35,['PROD0593'],144000,Tebingtinggi,0.99,0.01
TXN00477,CUST1605,2025-03-22 05:00:03,"['PROD0479', 'PROD0683']",273000,Tegal,0.38,0.49
TXN00478,CUST1755,2023-11-17 02:45:40,['PROD0039'],120000,Tarakan,0.76,0.21
TXN00479,CUST1989,2023-12-10 08:29:57,"['PROD0261', 'PROD0288']",582000,Palembang,0.7,0.21
TXN00480,CUST0616,2023-11-29 06:26:46,['PROD0503'],309000,Ambon,0.97,0.31
TXN00481,CUST1186,2024-12-04 09:15:54,"['PROD0828', 'PROD0706']",743000,Sabang,0.67,0.02
TXN00482,CUST0970,2025-01-02 07:19:24,"['PROD0144', 'PROD0870']",588000,Subulussalam,0.14,0.46
TXN00483,CUST0863,2024-06-08 04:53:45,['PROD0314'],131000,Tidore Kepulauan,0.66,0.37
TXN00484,CUST3709,2024-12-06 04:55:48,['PROD0096'],183000,Mataram,0.94,0.07
TXN00485,CUST1648,2025-04-13 08:18:00,"['PROD0911', 'PROD0191', 'PROD0146', 'PROD0602']",1246000,Kupang,0.94,0.02
TXN00486,CUST4106,2024-04-12 23:16:32,"['PROD0962', 'PROD0468']",534000,Pangkalpinang,0.91,0.19
TXN00487,CUST0602,2024-09-05 13:09:30,['PROD0376'],114000,Denpasar,0.61,0.2
TXN00488,CUST1696,2025-01-11 16:35:40,['PROD0025'],174000,Palembang,0.85,0.17
TXN00489,CUST1303,2023-10-25 00:35:50,"['PROD0183', 'PROD0469', 'PROD0651']",1394000,Sungai Penuh,0.69,0.13
TXN00490,CUST3030,2023-11-28 10:32:52,['PROD0376'],114000,Pariaman,0.46,0.48
TXN00491,CUST0147,2023-12-27 11:37:35,['PROD0266'],272000,Banjarbaru,0.75,0.36
TXN00492,CUST2113,2023-12-05 04:40:57,"['PROD0573', 'PROD0071']",415000,Kota Administrasi Jakarta Pusat,0.81,0.22
TXN00493,CUST1498,2023-08-21 14:13:32,"['PROD0170', 'PROD0020']",613000,Serang,0.63,0.35
TXN00494,CUST2478,2025-05-15 16:07:31,['PROD0986'],164000,Jayapura,0.91,0.11
TXN00495,CUST4400,2024-09-07 19:30:46,['PROD0711'],284000,Kediri,0.04,0.5
TXN00496,CUST0292,2024-03-06 03:40:31,"['PROD0603', 'PROD0186', 'PROD0355']",466000,Tebingtinggi,0.83,0.01
TXN00497,CUST2271,2023-12-05 15:34:38,['PROD0327'],380000,Purwokerto,0.86,0.37
TXN00498,CUST0412,2024-09-04 22:42:11,['PROD0589'],387000,Madiun,0.73,0.12
TXN00499,CUST4664,2024-09-09 01:13:32,['PROD0398'],423000,Pekalongan,0.8,0.28
TXN00500,CUST3902,2023-08-23 04:46:09,"['PROD0314', 'PROD0310']",512000,Dumai,0.21,0.44
TXN00501,CUST2965,2024-08-02 18:36:50,['PROD0183'],482000,Pariaman,0.94,0.2
TXN00502,CUST4959,2023-08-24 14:08:04,['PROD0583'],280000,Tomohon,0.68,0.25
TXN00503,CUST1625,2025-02-15 12:41:44,"['PROD0435', 'PROD0170', 'PROD0872']",839000,Banjar,0.71,0.14
TXN00504,CUST1035,2024-01-18 21:11:31,['PROD0083'],340000,Yogyakarta,0.06,0.49
TXN00505,CUST1635,2025-06-27 12:09:41,['PROD0986'],164000,Mataram,0.63,0.06
